,name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color,spectral_type
7010,HR7416,,293.34,-45.2719,5.61,STAR A0,-0.04,,,,,A
7011,HR7417,6Bet1Cyg,292.6804,27.9597,3.08,STAR K3II,1.13,,0.66,,0.62,K
7012,HR7418,6Bet2Cyg,292.6888,27.9653,5.11,STAR B8V,-0.1,,,,-0.32,B
7013,HR7419,,292.6954,36.2286,6.25,STAR B9III,-0.04,,,,-0.11,B
7014,HR742,,38.0617,-36.4275,6.3,STAR G8III,1.02,E,0.37,,0.74,K
7015,HR7420,10Iot2Cyg,292.4262,51.7297,3.79,STAR A5V,0.14,,0.07,,0.11,A
7016,HR7421,,292.8408,26.6172,5.87,STAR K0III,0.93,,,,0.63,K
7017,HR7422,,293.5354,-40.0347,5.89,STAR A3III,0.09,,,,,A
7018,HR7423,,290.4175,79.6028,6.05,STAR A3V,0.07,,,,0.06,A
7019,HR7424,Iot Tel,293.8042,-48.0992,4.9,STAR K0III,1.09,,,,,K
7020,HR7425,,288.7825,83.4628,6.53,STAR A3V,0.1,,,,0.1,A
7021,HR7426,8    Cyg,292.9429,34.4531,4.74,STAR B3IV,-0.14,,-0.16,,-0.65,B
7022,HR7427,,292.8304,50.3067,5.53,STAR,1.25,,0.65,,,K
7023,HR7428,,292.8067,55.7319,6.37,STAR K2II,1.16,,,v,0.91,K
7024,HR7429,38Mu  Aql,293.5225,7.3789,4.45,STAR K3III,1.17,,0.61,,1.26,K
7025,HR743,,39.5083,72.8183,5.16,STAR G8III,0.88,,,,0.58,G
7026,HR7430,37    Aql,293.7804,-10.5603,5.12,STAR G9III,1.13,,,,0.89,G
7027,HR7431,51    Sgr,294.0071,-24.7192,5.65,STAR A7,0.19,,0.07,,0.17,A
7028,HR7432,,293.8742,-7.4603,6.34,STAR K0,1.12,,,,0.92,K
7029,HR7433,,293.89,-12.2528,6.27,STAR K0,1.09,,,,,K
7030,HR7434,,294.6079,-57.9833,6.18,STAR K0III,0.97,,,,0.81,K
7031,HR7435,,294.9671,-66.6856,6.39,STAR A1V,0.02,,,,0.04,A
7032,HR7436,,293.4017,38.7622,6.61,STAR A3V,0.03,,,,0.1,A
7033,HR7437,9    Vul,293.6454,19.7733,5.0,STAR B8III,-0.09,,-0.09,,-0.43,B
7034,HR7438,,293.855,2.9133,6.38,STAR F6IV,0.41,,,,-0.02,F
7035,HR7439,,294.1088,-18.8528,6.11,STAR F0III,0.27,,,,,F
7036,HR744,Lam1For,38.2792,-34.65,5.9,STAR K0III,1.06,,,,,K
7037,HR7440,52    Sgr,294.1767,-24.8836,4.6,STAR B9,-0.07,,-0.06,,-0.15,B
7038,HR7441,9    Cyg,293.7121,29.4631,5.38,STAR F8III,0.55,,,,0.33,G
7039,HR7442,,293.4233,49.2625,5.96,STAR M4III,1.64,,,,1.77,M
7040,HR7443,,294.2638,-18.2311,5.64,STAR K3III,1.26,,,,1.08,K
7041,HR7444,,293.6717,42.4128,5.35,STAR A2V,0.05,,,,0.09,A
7042,HR7445,,294.0333,11.15,6.68,STAR A3V,,,,,,A
7043,HR7446,39Kap Aql,294.2229,-7.0275,4.95,STAR B0III,0.0,,-0.04,,-0.87,B
7044,HR7447,41Iot Aql,294.1804,-1.2864,4.36,STAR B5III,-0.08,,-0.08,,-0.44,B
7045,HR7448,,293.2921,60.1586,6.29,STAR K4III,1.57,,,,1.98,K
7046,HR7449,,294.0658,14.3917,6.38,STAR K0II,1.04,,,,0.89,K
7047,HR745,,38.4175,-20.0019,6.21,STAR K0,1.1,,,,,K
7048,HR7450,,292.7508,70.9894,6.07,STAR K2,1.41,,,,,K
7049,HR7451,,293.5825,51.2367,5.73,STAR F7V,0.48,,0.28,,0.0,F
7050,HR7452,,294.0346,22.5858,6.32,STAR B9,-0.07,,,,-0.28,B
7051,HR7453,,293.6663,48.1647,6.67,STAR A9V,0.24,,,,,A
7052,HR7454,,294.3933,-14.3017,5.47,STAR F5V,0.5,,,,0.04,F
7053,HR7455,,295.4062,-65.8542,6.09,STAR M0III,1.55,,,,1.96,M
7054,HR7456,,294.2188,11.2733,5.98,STAR G0I,0.88,,,,,G
7055,HR7457,11    Cyg,293.9513,36.9444,6.05,STAR B8V,-0.11,,,,-0.37,B
7056,HR7458,,294.1571,20.3328,7.14,STAR F2I,1.32,,,,1.0,F
7057,HR7459,,295.0763,-54.4175,6.26,STAR K0III,1.0,,,,,K
7058,HR746,,38.8662,39.6644,6.36,STAR B9,-0.1,,,,-0.34,B
7059,HR7460,42    Aql,294.4471,-4.6475,5.46,STAR F3IV,0.43,,,,0.03,F
7060,HR7461,,294.925,-45.2781,6.25,STAR F2IV,0.28,,,,,F
7061,HR7462,61Sig Dra,293.09,69.6611,4.68,STAR K0V,0.79,,0.41,,0.38,K
7062,HR7463,4Eps Sge,294.3225,16.4628,5.66,STAR G8III,1.02,,,v,0.81,G
7063,HR7464,,294.9821,-39.4333,6.61,STAR A2,0.23,,,,,A
7064,HR7465,,293.9829,50.2386,6.52,STAR G9III,1.06,,,,0.84,G
7065,HR7466,,294.2892,29.3336,6.43,STAR B5V,-0.09,,,,-0.5,B
7066,HR7467,,294.2358,38.3839,6.5,STAR B5II,-0.15,,,,-0.61,B
7067,HR7468,,294.1579,44.695,5.17,STAR G9III,0.93,,,,0.69,G
7068,HR7469,13The Cyg,294.1104,50.2211,4.48,STAR F4V,0.38,,0.21,,-0.03,F
7069,HR747,,39.4004,65.7456,5.78,STAR K5III,1.56,,,,1.85,K
7070,HR7470,53    Sgr,294.9558,-23.4278,6.34,STAR B9V,0.03,,,,,A
7071,HR7471,,294.7042,3.3817,6.35,STAR B3III,0.04,,,,-0.55,B
7072,HR7472,,294.5729,20.7828,6.48,STAR K0III,1.08,,,,0.98,K
7073,HR7473,,295.0296,-23.4286,5.97,STAR,1.04,,,,,K
7074,HR7474,44Sig Aql,294.7983,5.3978,5.17,STAR B3V,0.03,,,v,-0.6,B
7075,HR7475,,294.8558,16.5714,6.38,STAR K4I,2.07,,,,2.22,K
7076,HR7476,54    Sgr,295.1808,-16.2933,6.2,STAR K2III,1.13,,,,1.06,K
7077,HR7477,,294.4862,49.2844,6.47,STAR G6V,0.99,,,,0.72,G
7078,HR7478,12Phi Cyg,294.8442,30.1533,4.69,STAR G8III,0.97,,0.47,,0.8,G
7079,HR7479,5Alp Sge,295.0242,18.0139,4.37,STAR G1II,0.78,,0.37,,0.43,G
7080,HR748,,38.9117,37.3122,5.71,STAR K3III,1.39,,,,,K
7081,HR7480,45    Aql,295.1804,-0.6211,5.67,STAR A3IV,0.11,,,,0.09,A
7082,HR7481,,294.9375,33.9792,6.1,STAR A3IV,0.08,,,,0.13,A
7083,HR7482,,295.1179,20.4767,6.5,STAR B0I,0.39,,,,-0.62,B
7084,HR7483,14    Cyg,294.8604,42.8183,5.4,STAR B9III,-0.08,,,,-0.22,B
7085,HR7484,,294.6717,54.9739,5.82,STAR F6V,0.44,,,,-0.1,F
7086,HR7485,,295.1654,23.7175,6.64,STAR B6IV,0.01,,,,-0.39,B
7087,HR7486,,295.2729,13.8156,6.01,STAR B5V,-0.08,,,,-0.52,B
7088,HR7487,,294.8933,45.9581,6.2,STAR G8II,0.9,,,,0.55,G
7089,HR7488,6Bet Sge,295.2621,17.4761,4.37,STAR G8III,1.05,,0.5,,0.89,G
7090,HR7489,55    Sgr,295.6296,-16.1239,5.06,STAR F1III,0.33,,,,0.09,F
7091,HR749,Ome For,38.4613,-28.2325,4.9,STAR B9V,-0.05,,-0.07,,-0.13,B
7092,HR7491,,295.9067,-37.5389,6.16,STAR B8,0.01,,,,,B
7093,HR7492,,295.1717,43.0778,6.16,STAR M2III,1.56,E,1.01,,1.42,M
7094,HR7493,46    Aql,295.5533,12.1933,6.34,STAR B9III,-0.03,,,,-0.41,B
7095,HR7494,,299.0063,-81.3497,6.39,STAR K3III,1.4,,,,1.68,K
7096,HR7495,,295.2092,45.525,5.06,STAR F5II,0.4,,,,0.15,F
7097,HR7496,,295.8896,-15.47,5.49,STAR F5IV,0.46,,,,0.02,F
7098,HR7497,47Chi Aql,295.6417,11.8267,5.27,STAR G0III,0.57,,,,-0.04,G
7099,HR7498,,297.3554,-72.5033,5.41,STAR A4III,0.22,C,0.13,,0.11,A
7100,HR7499,,295.4896,40.2539,6.23,STAR A6V,0.18,,,,0.05,A
7101,HR75,,4.9233,40.7297,6.33,STAR K1III,1.18,,,,,K
7102,HR750,15    Tri,38.945,34.6875,5.35,STAR M3III,1.66,E,1.0,,1.93,M
7103,HR7500,,295.0542,60.5072,6.51,STAR A5V,0.22,,,,,A
7104,HR7501,,295.7046,29.3317,6.49,STAR F1III,0.33,,,,0.28,F
7105,HR7502,,295.6858,32.4267,5.94,STAR A5III,0.11,,,,0.14,A
7106,HR7503,16    Cyg,295.4537,50.5253,5.96,STAR G1V,0.64,,0.33,,0.19,G
7107,HR7504,,295.4667,50.5175,6.2,STAR G2V,0.66,,0.34,,0.2,G
7108,HR7505,,295.7896,30.6786,6.05,STAR A1V,0.0,,,,-0.01,A
7109,HR7506,10    Vul,295.9287,25.7719,5.49,STAR G8III,0.93,,0.47,,0.67,G
7110,HR7507,,296.505,-31.9086,5.52,STAR B8V,0.02,,,,,B
7111,HR7508,,295.9829,27.1356,6.28,STAR B7V,1.1,,,,,K
7112,HR7509,,295.5171,55.4633,6.48,STAR M5III,1.61,,,,,M
7113,HR751,,38.7671,7.4714,6.18,STAR,1.06,,,,0.89,G
7114,HR7510,Nu  Tel,297.005,-56.3625,5.35,STAR A7III,0.2,,,,,A
7115,HR7511,48Psi Aql,296.1421,13.3028,6.26,STAR B9III,-0.03,,,,-0.21,B
7116,HR7512,,295.9642,34.1625,6.05,STAR B8III,-0.06,,,,-0.3,B
7117,HR7513,,297.4721,-66.8128,6.45,STAR K4III,1.48,,,,1.72,K
7118,HR7514,,295.9375,41.7731,5.84,STAR M0III,1.57,,,,1.99,M
7119,HR7515,56    Sgr,296.5904,-19.7611,4.86,STAR K1III,0.93,,,,0.96,K
7120,HR7516,,296.4675,-2.8833,6.48,STAR B3III,0.05,,,,-0.54,B
7121,HR7517,15    Cyg,296.0692,37.3544,4.89,STAR G7III,0.95,,,,0.69,G
7122,HR7518,,296.2029,29.2647,6.82,STAR F2I,0.64,,0.39,v,0.2,F
7123,HR7519,49Ups Aql,296.4163,7.6133,5.91,STAR A3IV,0.18,,,,0.09,A
7124,HR752,77    Cet,38.6779,-7.8594,5.75,STAR,1.4,,,,1.65,K
7125,HR7520,,296.1592,34.4139,6.57,STAR M1III,,,,,,M
7126,HR7521,,297.2296,-52.8881,6.25,STAR K1III,1.13,,,,1.11,K
7127,HR7522,,295.8108,58.0164,6.22,STAR G0V,0.56,,,,0.06,G
7128,HR7523,,296.2042,40.7167,6.34,STAR M4III,1.64,E,0.92,,1.94,M
7129,HR7524,,297.7554,-65.605,6.05,STAR F2III,0.3,,,,0.08,F
7130,HR7525,50Gam Aql,296.565,10.6133,2.72,STAR K3II,1.52,,0.75,e,1.68,K
7131,HR7526,,295.915,57.0425,6.27,STAR K2III,0.88,,,,,K
7132,HR7527,,297.5904,-61.0614,6.21,STAR B5V,-0.14,,,,-0.55,B
7133,HR7528,18Del Cyg,296.2437,45.1308,2.87,STAR B9IV,-0.03,,-0.02,,-0.1,A
7134,HR7529,,296.415,36.0911,6.43,STAR B9V,-0.03,,,,-0.13,B
7135,HR753,,39.0204,6.8869,5.82,STAR K3V,0.98,,0.53,,0.81,K
7136,HR7530,,296.4642,35.0128,6.09,STAR K0II,1.06,,,,1.0,K
7137,HR7531,,297.6867,-59.1931,5.42,STAR A0IV,0.08,,,,,A
7138,HR7533,,296.6646,25.1339,6.62,STAR A7IV,0.27,,,,,A
7139,HR7534,17    Cyg,296.6067,33.7278,4.99,STAR F7V,0.47,,,,0.0,F
7140,HR7535,,296.6458,32.8886,6.18,STAR K3III,1.13,,,,,K
7141,HR7536,7Del Sge,296.8471,18.5342,3.82,STAR M2II,1.41,,1.29,,0.96,M
7142,HR7537,,297.5575,-47.5572,5.94,STAR M1III,1.7,,,,1.97,M
7143,HR7538,,297.2983,-28.7889,6.05,STAR F2V,0.4,,,,,F
7144,HR754,78Nu  Cet,38.9688,5.5933,4.86,STAR G8III,0.87,,0.49,,0.53,G
7145,HR7540,,296.9525,25.3839,5.95,STAR K0II,0.99,,,,,K
7146,HR7541,,297.2592,-10.8708,6.04,STAR K5III,1.24,,,,1.36,K
7147,HR7542,,297.1267,10.6942,6.44,STAR F8I,0.96,,,,0.69,F
7148,HR7543,,296.8658,38.4075,5.77,STAR B8V,-0.06,,,,-0.37,B
7149,HR7544,52Pi  Aql,297.1754,11.8158,5.72,STAR G2III,,,,,,G
7150,HR7545,,296.0771,69.3369,5.92,STAR A2III,0.05,,,,0.11,A
7151,HR7546,8Zet Sge,297.2446,19.1422,5.0,STAR A3V,0.1,,0.06,,0.05,A
7152,HR7547,,296.8617,47.9078,6.12,STAR M2III,1.64,,,,1.99,M
7153,HR7548,,298.1567,-54.9711,5.74,STAR G8III,0.92,,,,0.65,G
7154,HR7549,,298.1625,-54.9767,6.5,STAR A2V,0.1,,,,0.12,A
7155,HR755,,38.4775,-51.0936,6.24,STAR F6V,0.52,,,,0.07,F
7156,HR7550,,297.1829,35.3114,6.53,STAR F4V,0.44,,,,-0.09,F
7157,HR7551,,297.2108,33.4372,6.44,STAR B0I,0.2,,,,-0.74,B
7158,HR7552,,297.9608,-39.8744,5.33,STAR A0,-0.06,,,v,-0.22,A
7159,HR7553,51    Aql,297.695,-10.7636,5.39,STAR F0V,0.38,,,,,F
7160,HR7554,,297.5729,7.9025,6.51,STAR B2IV,-0.1,,,,-0.7,B
7161,HR7555,,297.3646,38.71,6.11,STAR G5III,0.9,,,,,G
7162,HR7556,,297.4775,28.4406,6.38,STAR B5V,-0.06,,,,-0.5,B
7163,HR7557,53Alp Aql,297.6958,8.8683,0.77,STAR A7V,0.22,,0.14,,0.08,A
7164,HR7558,,298.6683,-61.1708,6.24,STAR A4V,0.16,,,,,A
7165,HR7559,,297.7963,-2.4608,6.13,STAR K5III,1.57,,,,1.82,K
7166,HR756,,39.2383,38.7328,5.9,STAR F5V,0.48,,,,,F
7167,HR7560,54Omi Aql,297.7567,10.4156,5.11,STAR F8V,0.55,,0.29,,0.07,F
7168,HR7561,57    Sgr,298.05,-19.045,5.92,STAR G5III,0.98,,,,0.64,K
7169,HR7562,,297.8238,9.6303,6.25,STAR A1,0.1,,0.06,,0.09,A
7170,HR7563,,296.6862,68.4383,6.34,STAR F0III,0.28,,,,0.09,F
7171,HR7565,12    Vul,297.7671,22.61,4.95,STAR B2V,-0.14,,-0.14,v,-0.68,B
7172,HR7566,19    Cyg,297.6417,38.7225,5.12,STAR M2III,1.69,E,0.93,,2.1,M
7173,HR7567,,297.6554,40.5997,5.69,STAR B1III,-0.04,,,,-0.77,B
7174,HR7568,,297.6958,37.8264,6.06,STAR M4II,1.7,,,,1.85,M
7175,HR7569,,298.0146,11.6289,6.13,STAR G0V,0.65,,,,0.13,G
7176,HR757,,39.1787,31.6075,6.1,STAR K0,1.05,,,,0.79,K
7177,HR7570,55Eta Aql,298.1183,1.0056,3.9,STAR F6I,0.89,,0.47,v,0.51,F
7178,HR7571,,298.2767,-14.6031,6.48,STAR A0V,0.14,,,,0.09,A
7179,HR7572,,298.065,10.3514,6.54,STAR B7V,-0.01,,,,-0.38,B
7180,HR7573,,298.0067,24.9922,5.57,STAR A1I,0.71,,,,0.13,A
7181,HR7574,9    Sge,298.0908,18.6719,6.23,STAR O7I,0.01,,,,-0.92,O
7182,HR7575,,298.3279,-3.1144,5.65,STAR A5,0.2,,,v,0.1,F
7183,HR7576,20    Cyg,297.6571,52.9881,5.03,STAR K3III,1.28,E,0.5,,1.53,K
7184,HR7577,,297.8308,47.3772,6.2,STAR F2V,0.36,,,,0.04,F
7185,HR7578,,298.5738,-23.9411,6.18,STAR K2V,1.02,E,0.35,,0.94,K
7186,HR7579,,299.6721,-69.1639,5.75,STAR A0,0.23,,0.08,,0.16,A
7187,HR758,,39.2604,34.2639,5.3,STAR M4III,1.55,,,,0.84,M
7188,HR7580,,298.3442,4.4006,6.53,STAR B9V,0.02,,,,-0.11,B
7189,HR7581,Iot Sgr,298.8154,-41.8683,4.13,STAR K0II,1.08,C,0.52,,0.9,K
7190,HR7582,63Eps Dra,297.0433,70.2678,3.83,STAR G7III,0.89,,0.48,,0.52,G
7191,HR7583,,298.0679,36.4322,6.1,STAR K4III,1.43,,,,1.62,K
7192,HR7584,56    Aql,298.5342,-8.5742,5.79,STAR,1.64,,,,2.0,K
7193,HR7585,,298.7712,-33.0464,6.46,STAR K2III,1.48,,,,,K
7194,HR7586,,299.2404,-57.9256,6.53,STAR K4II,1.53,,,,1.79,K
7195,HR7587,,299.2758,-58.9014,5.26,STAR B9IV,-0.01,,,,,B
7196,HR7588,,299.7208,-68.7622,6.39,STAR A0V,0.16,,,,0.09,A
7197,HR7589,,297.9962,47.0275,5.62,STAR O9I,-0.07,,-0.12,,-0.97,O
7198,HR759,80    Cet,39.0,-7.8317,5.53,STAR M0III,1.59,E,0.87,,1.93,M
7199,HR7590,Eps Pav,300.1479,-72.9106,3.96,STAR A0V,-0.03,C,-0.03,,-0.05,A
7200,HR7591,,298.03,47.9319,5.91,STAR B2III,-0.18,,,,-0.85,B
7201,HR7592,13    Vul,298.3654,24.0797,4.58,STAR B9III,-0.06,,-0.05,,-0.14,B
7202,HR7593,57    Aql,298.6567,-8.2272,5.71,STAR B7V,-0.08,,,,-0.48,B
7203,HR7594,57    Aql,298.6588,-8.2372,6.49,STAR B8V,-0.04,,,,-0.26,B
7204,HR7595,59Xi  Aql,298.5621,8.4614,4.71,STAR G9III,1.05,,0.57,,0.91,G
7205,HR7596,58    Aql,298.6867,0.2736,5.61,STAR A0III,0.1,,,,-0.01,B
7206,HR7597,58Ome Sgr,298.96,-26.2994,4.7,STAR G5V,0.75,,0.37,,0.32,G
7207,HR7598,,298.6679,7.1403,6.15,STAR A2V,0.03,,,,0.04,A
7208,HR7599,,298.8317,-6.7342,6.51,STAR F2V,0.39,,,,0.05,F
7209,HR76,,5.0217,48.8653,6.52,STAR A0V,,,,,,A
7210,HR760,,39.3367,39.8958,6.54,STAR B5V,-0.12,,,,-0.48,B
7211,HR7600,,298.255,47.8075,6.29,STAR B0III,-0.11,,,,-0.91,B
7212,HR7601,,298.6296,24.3194,5.52,STAR A0III,-0.02,,,,-0.16,A
7213,HR7602,60Bet Aql,298.8283,6.4067,3.71,STAR G8IV,0.86,,0.49,,0.48,G
7214,HR7603,Mu 1Pav,300.0958,-66.9494,5.76,STAR K0III,1.04,,,,0.8,K
7215,HR7604,59    Sgr,299.2367,-27.17,4.52,STAR K2II,1.46,,0.73,,1.57,K
7216,HR7605,,299.4221,-38.0583,6.55,STAR F4V,0.39,,,,,F
7217,HR7606,,298.7013,36.9961,5.76,STAR G1I,0.75,,,,0.35,G
7218,HR7607,,298.7771,30.1953,6.57,STAR B6V,-0.08,,-0.14,,-0.47,B
7219,HR7608,23    Cyg,298.3225,57.5236,5.14,STAR B5V,-0.13,,,,-0.55,B
7220,HR7609,10    Sge,299.0054,16.6347,5.36,STAR G5I,0.67,,0.45,v,0.42,F
7221,HR761,,39.2767,32.8919,6.25,STAR F8V,0.48,,,,0.01,F
7222,HR7610,61Phi Aql,299.0596,11.4239,5.28,STAR A1IV,-0.01,,,,-0.08,A
7223,HR7611,,298.3975,59.7089,6.06,STAR A3V,0.02,,,,0.03,A
7224,HR7612,Mu 2Pav,300.4683,-66.9442,5.31,STAR K2IV,1.22,E,0.41,,1.29,K
7225,HR7613,22    Cyg,298.9654,38.4867,4.94,STAR B5IV,-0.08,,-0.1,,-0.51,B
7226,HR7614,61    Sgr,299.4875,-15.4914,5.02,STAR A3IV,0.05,,,,0.07,A
7227,HR7615,21Eta Cyg,299.0767,35.0833,3.89,STAR K0III,1.02,,0.52,,0.89,K
7228,HR7616,,299.2508,20.9981,6.48,STAR A2IV,0.07,,,,-0.05,A
7229,HR7617,,299.735,-30.5381,6.28,STAR K1III,1.05,,,,,K
7230,HR7618,60    Sgr,299.7383,-26.1956,4.83,STAR G6III,0.9,,0.47,,0.55,G
7231,HR7619,24Psi Cyg,298.9075,52.4389,4.92,STAR A4V,0.12,,0.06,,0.06,A
7232,HR762,,38.39,-62.5869,6.77,STAR B9V,-0.06,,,,,B
7233,HR7620,,299.1842,36.2508,6.02,STAR B5IV,-0.15,,,,-0.59,B
7234,HR7621,,300.1054,-49.3511,6.17,STAR K0III,1.06,,,,0.92,K
7235,HR7622,11    Sge,299.4392,16.7892,5.53,STAR B9III,-0.05,,,,-0.17,B
7236,HR7623,The1Sgr,299.9342,-35.2764,4.37,STAR B3IV,-0.15,,,,-0.67,B
7237,HR7624,The2Sgr,299.9637,-34.6978,5.3,STAR A4IV,0.17,,0.07,,0.06,A
7238,HR7625,,300.4362,-59.3761,5.13,STAR M6III,1.53,E,1.55,,1.31,M
7239,HR7626,,298.8421,58.2503,6.09,STAR G9III,1.02,,,,,G
7240,HR7627,,300.1104,-43.0433,6.14,STAR M0II,1.64,,,,2.02,M
7241,HR7628,,299.3079,40.3681,5.45,STAR B5V,-0.1,,,,-0.52,B
7242,HR7629,,300.0663,-37.7022,5.95,STAR G8III,1.0,,,,0.77,G
7243,HR763,31    Ari,39.1579,12.4475,5.68,STAR F7V,0.49,,,,-0.08,F
7244,HR7630,,300.2013,-45.1131,5.81,STAR A8III,0.28,C,0.17,,0.11,F
7245,HR7631,,300.0846,-33.7039,5.66,STAR F7V,0.49,,,,-0.02,F
7246,HR7632,,299.1879,50.9025,6.43,STAR A1V,-0.01,,,,-0.05,A
7247,HR7633,,298.9808,58.8461,4.96,STAR K5II,1.59,,,,1.93,K
7248,HR7634,,299.0792,56.6869,6.12,STAR A4V,,,,,,A
7249,HR7635,12Gam Sge,299.6892,19.4922,3.47,STAR M0III,1.57,,0.92,e,1.93,M
7250,HR7636,,299.8446,1.3778,6.17,STAR G8III,1.13,,,,0.9,G
7251,HR7637,,299.9475,-9.9583,5.88,STAR F8V,0.58,,,,0.05,F
7252,HR7638,,299.4842,42.2608,6.43,STAR A3V,,,,,,A
7253,HR7639,,300.36,-40.8142,6.29,STAR A2V,0.11,,,,,A
7254,HR764,30    Ari,39.2404,24.6483,7.09,STAR F4V,0.5,,,,0.02,F
7255,HR7640,,299.6583,30.9836,5.49,STAR B9V,-0.06,,,,-0.19,B
7256,HR7641,14    Vul,299.7938,23.1014,5.67,STAR F0,,,,,,F
7257,HR7642,,299.6433,38.1056,6.32,STAR B5IV,-0.09,,,,-0.5,B
7258,HR7643,,300.3496,-22.7372,6.01,STAR G7V,0.97,,,,0.77,K
7259,HR7644,,301.3867,-67.3208,6.07,STAR G3V,0.64,E,0.23,,0.08,G
7260,HR7645,13    Sge,300.0138,17.5167,5.37,STAR M4III,1.67,E,1.2,,1.75,M
7261,HR7646,,299.8354,45.7722,5.92,STAR A5III,0.16,,,,0.15,A
7262,HR7647,25    Cyg,299.98,37.0428,5.19,STAR B3IV,-0.17,,,,-0.69,B
7263,HR7648,,300.2454,8.5581,5.91,STAR K5III,1.52,,,,1.89,K
7264,HR7649,63    Sgr,300.4942,-13.6369,5.71,STAR A3V,0.08,,,,,A
7265,HR765,30    Ari,39.2521,24.6475,6.5,STAR F6III,0.41,,,,-0.02,F
7266,HR7650,62    Sgr,300.6646,-27.7097,4.58,STAR M4III,1.65,,1.56,,1.8,M
7267,HR7651,,299.8142,52.0558,6.15,STAR B5III,-0.19,,,,-0.65,B
7268,HR7652,,300.8896,-37.9408,4.77,STAR K5III,1.41,E,0.56,,1.68,K
7269,HR7653,15    Vul,300.2754,27.7536,4.64,STAR A4III,0.18,,0.09,,0.16,A
7270,HR7654,,299.6196,63.5342,5.96,STAR A3V,0.09,,,,,A
7271,HR7655,,300.3138,37.0989,6.2,STAR K0III,1.31,,,,,K
7272,HR7656,,300.4362,24.8003,5.88,STAR B4V,-0.12,,,,-0.51,B
7273,HR7657,16    Vul,300.5058,24.9381,5.22,STAR F2III,0.36,,,,0.09,F
7274,HR7658,,300.9346,-22.5956,6.45,STAR F6V,0.5,,,,,F
7275,HR7659,,301.0817,-32.0564,4.99,STAR K1III,1.21,,,,1.16,K
7276,HR766,,39.1463,7.7297,5.81,STAR,1.04,,,,0.86,K
7277,HR7660,26    Cyg,300.34,50.1047,5.05,STAR K1II,1.11,,0.55,,1.02,G
7278,HR7661,,301.005,-7.4697,6.72,STAR F4III,0.35,,,,0.07,F
7279,HR7662,,300.8183,18.5006,5.96,STAR K3II,1.42,,,,1.6,K
7280,HR7663,,302.0854,-66.3547,6.45,STAR K5III,1.58,,,,1.98,K
7281,HR7664,,300.875,16.0314,5.67,STAR B9,-0.1,,,,-0.48,B
7282,HR7665,Del Pav,302.1817,-66.1819,3.56,STAR G6IV,0.76,,0.34,,0.45,G
7283,HR7666,,299.6746,70.3669,6.33,STAR G8III,0.88,,,,0.54,G
7284,HR7667,62    Aql,301.0967,-0.7094,5.68,STAR K4III,1.3,,,,1.35,K
7285,HR7668,,301.3838,-33.0,6.53,STAR B8,-0.08,,,,,B
7286,HR7669,63Tau Aql,301.0346,7.2781,5.52,STAR,1.06,,,,0.86,K
7287,HR767,Iot1For,39.0387,-30.0447,5.75,STAR G8III,1.02,,,,,G
7288,HR7670,,300.9058,29.8967,5.71,STAR G6IV,0.73,,,,0.37,G
7289,HR7671,,301.2725,-11.5994,6.34,STAR F1III,0.52,,,,,F
7290,HR7672,15    Sge,301.0258,17.07,5.8,STAR G1V,0.61,,,,0.09,G
7291,HR7673,Xi  Tel,301.8467,-52.8808,4.94,STAR M1II,1.62,E,0.8,,1.84,K
7292,HR7674,,301.8962,-55.0164,6.26,STAR F8V,0.53,,,,,F
7293,HR7675,65    Sgr,301.36,-12.6653,6.55,STAR A1V,0.04,,,,0.0,A
7294,HR7676,64    Dra,300.3687,64.8211,5.27,STAR M1III,1.56,,,,1.81,M
7295,HR7677,,301.2442,23.2103,6.45,STAR A5V,,,,,,A
7296,HR7678,,301.1504,32.2186,5.64,STAR B1I,0.54,,0.42,e,-0.46,B
7297,HR7679,16Eta Sge,301.2896,19.9911,5.1,STAR K2III,1.06,E,0.34,,0.98,K
7298,HR768,,39.5742,37.7267,6.18,STAR F6III,0.47,,,,0.08,F
7299,HR7680,,301.3604,15.5003,6.34,STAR M2III,1.64,,,,1.76,M
7300,HR7681,,301.5508,-4.0783,6.47,STAR K0,1.16,,,,1.0,K
7301,HR7682,65    Dra,300.5846,64.6344,6.57,STAR,,,,,,G
7302,HR7683,,301.2908,38.4783,6.19,STAR G5IV,0.64,,0.38,,0.22,G
7303,HR7684,,301.12,48.2297,6.16,STAR A2IV,0.04,,,,0.04,A
7304,HR7685,67Rho Dra,300.7046,67.8736,4.51,STAR K3III,1.32,,0.65,,1.51,K
7305,HR7686,69    Dra,299.9025,76.4814,6.2,STAR M3III,1.61,E,0.94,,1.89,M
7306,HR7687,,301.2779,51.8394,6.14,STAR M1III,1.6,,,,1.95,M
7307,HR7688,17    Vul,301.7225,23.6144,5.07,STAR B3V,-0.18,,,,-0.67,B
7308,HR7689,27    Cyg,301.5908,35.9725,5.36,STAR K0IV,0.85,,0.44,,0.54,G
7309,HR769,,39.6158,38.0894,6.3,STAR B9V,-0.03,,,,-0.03,B
7310,HR7690,64    Aql,302.0075,-0.6783,5.99,STAR K1IV,1.02,,,,0.9,K
7311,HR7691,,302.78,-57.5239,6.37,STAR B7V,0.06,,,,,A
7312,HR7692,,301.3396,56.3414,6.21,STAR F4V,0.43,,,,0.03,F
