name,spectral_type
HR  4032, K2III"
HR  4033, A1IV"
HR  4034, K0IIICNII/III"
HR  4035, M1III"
HR  4036, K4III"
HR  4037, B7III"
HR  4038, B2IV"
HR  4039, F6V"
HR   404, F4V"
HR  4040, F5IV"
HR  4041, A0V"
HR  4042, F0IV"
HR  4043, A5V"
HR  4044, K1III"
HR  4045, M4/5III"
HR  4046, K0"
HR  4047, A7Vn"
HR  4048, K0"
HR  4049, B9.5Ib/II"
HR   405, G8III/IV"
HR  4050, K2.5II"
HR  4051, F8V"
HR  4052, K3III:"
HR  4053, K2/3III"
HR  4054, F6IV-V"
HR  4055, A8III"
HR  4056, B9V"
HR  4057, K1-IIIFe-1"
HR  4058, G7IIIbFe-1.5"
HR  4059, K0IV"
HR   406, K0III"
HR  4060, F0V"
HR  4061, F6V"
HR  4062, A9V"
HR  4063, K2.5II"
HR  4064, B2IV/V"
HR  4065, A1V"
HR  4066, K5/M0III"
HR  4067, F7V"
HR  4068, F3IV"
HR  4069, M0III"
HR   407, F6V"
HR  4070, A1V"
HR  4071, A4IV/V"
HR  4072, A1:VpSiSrHg"
HR  4073, A1V"
HR  4074, B5II"
HR  4075, A5IVn"
HR  4076, A0V"
HR  4077, K3III"
HR  4078, G8III"
HR  4079, F6V"
HR   408, K0III"
HR  4080, K1III"
HR  4081, K1III"
HR  4082, ApSiCr"
HR  4083, A9IV"
HR  4084, F4VkF2mF2"
HR  4085, K0/1III"
HR  4086, A8V"
HR  4087, G8IV"
HR  4088, M3III"
HR  4089, B8V"
HR   409, F7V"
HR  4090, F0VmF3/4"
HR  4091, K4III"
HR  4092, K6IIIFe-0.5"
HR  4093, G8III"
HR  4094, K4III"
HR  4095, F2II/III"
HR  4096, A3V"
HR  4097, K0"
HR  4098, F9-V"
HR  4099, K1III"
HR    41, F0IV"
HR   410, F7V"
HR  4100, G9III"
HR  4101, B9.5IV-VpSiCrSr(Mn)"
HR  4102, F3V"
HR  4103, K0"
HR  4104, K3III"
HR  4105, A2/3V"
HR  4106, K2III:"
HR  4107, K3II/III"
HR  4108, A7III"
HR  4109, A0V"
HR   411, K1II"
HR  4110, A9/F0Ia/ab"
HR  4111, K4III"
HR  4112, F8V"
HR  4113, A4V"
HR  4114, F2II"
HR  4115, A2V"
HR  4116, B9V"
HR  4117, K3III"
HR  4118, B9/9.5V"
HR  4119, B5IV/V"
HR   412, K2+III-IIIbCN0.5"
HR  4120, M0III"
HR  4121, G4III:"
HR  4122, K4III"
HR  4123, B9IIIe"
HR  4124, A0Va-"
HR  4125, F7V"
HR  4126, G8III-IIIb"
HR  4127, M1III"
HR  4128, M2III"
HR  4129, B4V"
HR   413, F2V"
HR  4130, F6/7V"
HR  4131, A1V"
HR  4132, A7IV"
HR  4133, B1IbNstr"
HR  4134, F9VFe-0.8CH-0.7"
HR  4135, B8/A0"
HR  4136, B8II:"
HR  4137, A2Vn"
HR  4138, A1V"
HR  4139, G6/8III"
HR   414, K1III"
HR  4140, B4Vne"
HR  4141, F1V"
HR  4142, K4/5III"
HR  4143, K1/2III"
HR  4144, A2Iab/b"
HR  4145, K5III"
HR  4146, G8.5IIIFe-1"
HR  4147, B6Iab"
HR  4148, A2V"
HR  4149, F6V"
HR   415, F7IVsv"
HR  4150, F3V"
HR  4151, K2/3III"
HR  4152, A5IV/V"
HR  4153, C-N3"
HR  4154, G7IIICH-3"
HR  4155, F0V"
HR  4156, M1III"
HR  4157, F5V"
HR  4158, F8V"
HR  4159, K3II-IIb"
HR   416, K1III"
HR  4160, F0V"
HR  4161, B5III/IV"
HR  4162, M1III:Ba0.5"
HR  4163, C-N5"
HR  4164, K1III"
HR  4165, K3III"
HR  4166, G2.5IIIa"
HR  4167, A3/5"
HR  4168, G0IV"
HR  4169, A0Ia"
HR   417, F4IV"
HR  4170, K2III"
HR  4171, G8IIIb"
HR  4172, A0V"
HR  4173, B3IV"
HR  4174, K4III"
HR  4175, A7/8V+G8III"
HR  4176, K3III"
HR  4177, K4/5(III)"
HR  4178, K2III"
HR  4179, M1III"
HR   418, A7m"
HR  4180, G5IIa"
HR  4181, K3III"
HR  4182, G9IV"
HR  4183, G8/K0III+F/G"
HR  4184, M4III"
HR  4185, ApSi"
HR  4186, K3II"
HR  4187, A0III"
HR  4188, WN7h+O9III-V"
HR  4189, A4Vn"
HR   419, B9V"
HR  4190, K3/4(III)"
HR  4191, F5III"
HR  4192, A3Vn"
HR  4193, K2II-III+K1II-III"
HR  4194, A0V"
HR  4195, C-N5"
HR  4196, B3V"
HR  4197, A5V"
HR  4198, B2.5Ia"
HR  4199, B0Vp"
HR    42, K5III"
HR   420, K5III"
HR  4200, K4III"
HR  4201, K2III"
HR  4202, M1III"
HR  4203, A1Vn"
HR  4204, B3IV/V"
HR  4205, B3/5Vn"
HR  4206, B5III"
HR  4207, K1III:"
HR  4208, K3III"
HR  4209, G4III:"
HR   421, F0.5V"
HR  4210, LBV"
HR  4211, A5IV/V"
HR  4212, A6IV"
HR  4213, F6VFe+0.4"
HR  4214, A3V"
HR  4215, B9V"
HR  4216, G6III"
HR  4217, A0IV"
HR  4218, A0III"
HR  4219, B6Vnn"
HR   422, B9IV"
HR  4220, B6/7V"
HR  4221, B5III"
HR  4222, B4V"
HR  4223, ~"
HR  4224, M1III"
HR  4225, A1V"
HR  4226, K5/M0(III)"
HR  4227, A2V"
HR  4228, A0Ia/ab"
HR  4229, A2/3III/IV"
HR   423, C-N5+"
HR  4230, F3V"
HR  4231, K0III"
HR  4232, K1.5IIIHdel-0.5"
HR  4233, K0III"
HR  4234, B3V"
HR  4235, K2III"
HR  4236, K2III"
HR  4237, A2/3III"
HR  4238, A1V"
HR  4239, B9.5IV/V"
HR   424, F8Ib"
HR  4240, K4/5III"
HR  4241, G8III:"
HR  4242, K2III"
HR  4243, G9IV"
HR  4244, A2IV/V"
HR  4245, K4III"
HR  4246, K3III"
HR  4247, K0+III-IV"
HR  4248, A1VsSi:"
HR  4249, G8III"
HR   425, K3III"
HR  4250, A0Ia"
HR  4251, F6V"
HR  4252, K2III"
HR  4253, G8III"
HR  4254, A8V"
HR  4255, G4III-IIIb"
HR  4256, G7III:"
HR  4257, K0IV"
HR  4258, K1III"
HR  4259, A1V"
HR   426, K1III"
HR  4260, A2Vn"
HR  4261, K1III"
HR  4262, B6V"
HR  4263, Ap(SiCr)"
HR  4264, K2III"
HR  4265, F3/5V"
HR  4266, K4III"
HR  4267, M5.5III:"
HR  4268, K2II/III"
HR  4269, K4III"
HR   427, F6V"
HR  4270, K0"
HR  4271, K0III"
HR  4272, G9III"
HR  4273, K0III"
HR  4274, A4V"
HR  4275, K0"
HR  4276, G5/8Iab"
HR  4277, G1-VFe-0.5"
HR  4278, M2III"
HR  4279, K1II"
HR   428, A2Vs"
HR  4280, K5III"
HR  4281, F5V"
HR  4282, F2V"
HR  4283, G9III"
HR  4284, M1III"
HR  4285, F9V"
HR  4286, A2m"
HR  4287, K0IIIb"
HR  4288, F0Vs"
HR  4289, K5III"
HR   429, M0III"
HR  4290, B8IV"
HR  4291, K0.5IIIFe-0.5"
HR  4292, B8V"
HR  4293, A3V"
HR  4294, A5III"
HR  4295, A1IVps"
HR  4296, A3III/IV"
HR  4297, K0III"
HR  4298, F8V"
HR  4299, M0III"
HR    43, K4III"
HR   430, G9III"
HR  4300, kA1VmA3V"
HR  4301, G9III+A7.5"
HR  4302, A9III/IV"
HR  4303, A8/9IV"
HR  4304, F7V"
HR  4305, G7-IIIb"
HR  4306, K2III"
HR  4307, M2/3III"
HR  4308, G8III"
HR  4309, A3III-IV"
HR   431, A9/F0V"
HR  4310, F2III"
HR  4311, A8III/IV"
HR  4312, A1V"
HR  4313, A0V"
HR  4314, F3IV/V"
HR  4315, F0V"
HR  4316, B9.5V"
HR  4317, B8V"
HR  4318, G8III"
HR  4319, K0III"
HR   432, A3Vb_lB"
HR  4320, A1V"
HR  4321, K2III"
HR  4322, A5m"
HR  4323, K2II/III"
HR  4324, F2V"
HR  4325, G7.5III"
HR  4326, A3V"
HR  4327, ApSrCrEu"
HR  4328, G1VFe-0.5"
HR  4329, B3IV/V"
HR   433, A0V"
HR  4330, A7IVpSr"
HR  4331, A1V"
HR  4332, A0IV"
HR  4333, M4III"
HR  4334, A1V"
HR  4335, K1III"
HR  4336, M2III"
HR  4337, G5_0-Ia"
HR  4338, B9.5Ia"
HR  4339, A1V"
HR   434, K3III"
HR  4340, A3V"
HR  4341, A5V"
HR  4342, B7III"
HR  4343, A1V"
HR  4344, A4V"
HR  4345, G2"
HR  4346, Swk"
HR  4347, A0V"
HR  4348, K3III"
HR  4349, K2/3III"
HR   435, M2III"
HR  4350, A3IV/V"
HR  4351, K2III"
HR  4352, A5Iae:"
HR  4353, G8II/III"
HR  4354, K5/M0III"
HR  4355, B8V"
HR  4356, A0V"
HR  4357, A5IV(n)"
HR  4358, K3III"
HR  4359, A2IV"
HR   436, K2III"
HR  4360, K2III"
HR  4361, B2III"
HR  4362, M3IIb:"
HR  4363, F6VgF6mF3"
HR  4364, K4III"
HR  4365, K2III"
HR  4366, F0V"
HR  4367, K0III:"
HR  4368, A5V"
HR  4369, ApSrCrEu"
HR   437, G7IIIa"
HR  4370, F3V"
HR  4371, M0III"
HR  4372, A1V"
HR  4373, F3V"
HR  4374, G2V"
HR  4375, F8.5:V"
HR  4376, G8/K0III"
HR  4377, K3-III:"
HR  4378, A2V"
HR  4379, M2+II-III"
HR   438, B7IIIp(HgMn)"
HR  4380, A2V"
HR  4381, K0III"
HR  4382, G9IIICH0.5"
HR  4383, G8"
HR  4384, F5V"
HR  4385, A8III(m)"
HR  4386, B9.5Vs"
HR  4387, B9.5/A0V"
HR  4388, A7Vn"
HR  4389, B5V"
HR   439, K3Ib-II+B7/8:"
HR  4390, B5Vn"
HR  4391, A3V"
HR  4392, G8IIIa"
HR  4393, G8III"
HR  4394, K3III"
HR  4395, F5III"
HR  4396, K4III"
HR  4397, A5III/IV"
HR  4398, A3/5pec"
HR  4399, F3V"
HR    44, A1V"
HR   440, G8.5IIIb"
HR  4400, G8III-IIIb"
HR  4401, ~"
HR  4402, K4III"
HR  4403, B2V"
HR  4404, K4III"
HR  4405, A7V(n)"
HR  4406, B2V"
HR  4407, K0III"
HR  4408, F2V"
HR  4409, K0III"
HR   441, K0III"
HR  4410, F2IVnn"
HR  4411, M3III"
HR  4412, F5.5IV-V"
HR  4413, F7V"
HR  4414, G9IV-V"
HR  4415, B3III/IV"
HR  4416, F5/6III"
HR  4417, K0III"
HR  4418, G8-IIIa"
HR  4419, K1III"
HR   442, G9IIIb"
HR  4420, K4/5III"
HR  4421, F5VkF0mA9"
HR  4422, A2V"
HR  4423, B9V"
HR  4424, A5V"
HR  4425, B3V"
HR  4426, K4III"
HR  4427, K0III"
HR  4428, A0V"
HR  4429, kA2hF1mF0"
HR   443, A1V"
HR  4430, K0V"
HR  4431, F4V"
HR  4432, K3+IIIFe-0.5"
HR  4433, K0III"
HR  4434, M0III-IIIaCa1"
HR  4435, G8IV"
HR  4436, G9III"
HR  4437, F9.5V"
HR  4438, A3Ia"
HR  4439, F8VmF5"
HR   444, B9V"
HR  4440, F8V"
HR  4441, G3_0-Ia"
HR  4442, A2Ia"
HR  4443, F8V"
HR  4444, F8V"
HR  4445, M2III"
HR  4446, K3III"
HR  4447, M1III"
HR  4448, K1IIICNIb/II"
HR  4449, M1/2III"
HR   445, K1/2III"
HR  4450, G7IIIb"
HR  4451, F8/G0Ib/II"
HR  4452, K0III"
HR  4453, A2IV/V"
HR  4454, kA2hA5IIImA6"
HR  4455, F5.5V"
HR  4456, B6.6(IV)+B3.7(V)"
HR  4457, K0III"
HR  4458, K0V"
HR  4459, G9III"
HR   446, B9IV"
HR  4460, B9V"
HR  4461, K0III"
HR  4462, K1III/IV"
HR  4463, M3/4III"
HR  4464, A4Vn"
HR  4465, F0V"
HR  4466, F0V"
HR  4467, B9III"
HR  4468, B9.5V"
HR  4469, K0III"
HR   447, F5V"
HR  4470, A1V"
HR  4471, G9IIIbFe-0.5"
HR  4472, B3IV"
HR  4473, F5V"
HR  4474, G9:IIIb:Ba2.5"
HR  4475, K0III"
HR  4476, K2III"
HR  4477, F2V"
HR  4478, K1III"
HR  4479, A9IV"
HR   448, G1V"
HR  4480, F5IIIs"
HR  4481, A5IV"
HR  4482, K2III"
HR  4483, M4.5:III"
HR  4484, K1III"
HR  4485, K0III"
HR  4486, G0V+K2V"
HR  4487, ApHgMn"
HR  4488, F6.5V"
HR  4489, G6/8V"
HR   449, B8IV"
HR  4490, A0V"
HR  4491, M3.5IIICa0.5"
HR  4492, G5/8IIIp+A0/1V"
HR  4493, B9VpHgMn"
HR  4494, B9V"
HR  4495, K1III"
HR  4496, G8V"
HR  4497, M1III"
HR  4498, G2III/IV"
HR  4499, G3Ib"
HR    45, M2+III"
HR   450, M2III"
HR  4500, K5"
HR  4501, F5"
HR  4502, A0V"
HR  4503, K5III"
HR  4504, K3III"
HR  4505, F2IV-V"
HR  4506, G8IV"
HR  4507, K0III"
HR  4508, K3III"
HR  4509, K0III/IV"
HR   451, A1V"
HR  4510, K0III"
HR  4511, G0_0-IaFe1"
HR  4512, K5III"
HR  4513, A2III/IV"
HR  4514, G8.5III"
HR  4515, A4V"
HR  4516, K1III"
HR  4517, M1III"
HR  4518, K0.5IIIb:"
HR  4519, B6III"
HR   452, G9III-IV"
HR  4520, A7V"
HR  4521, K2.5IIIbCN1"
HR  4522, G5Ib/II"
HR  4523, G2V"
HR  4524, G8III"
HR  4525, G6V"
HR  4526, K5III"
HR  4527, F8III+A6III"
HR  4528, A1V"
HR  4529, G0V"
HR   453, K0/1III"
HR  4530, K4III"
HR  4531, A8V+G2V"
HR  4532, M4+III"
HR  4533, F8V"
HR  4534, A3Va"
HR  4535, kA2.5hF1mF3"
HR  4536, F7IV"
HR  4537, B3V"
HR  4538, G6Ib"
HR  4539, G6III"
HR   454, K1III:"
HR  4540, F9V"
HR  4541, A2Iab"
HR  4542, G8III"
HR  4543, A5m"
HR  4544, K0+IIIb:"
HR  4545, kA5hA9mF5(III)EuBa"
HR  4546, K3III"
HR  4547, F3V"
HR  4548, F9V"
HR  4549, B4V"
HR   455, B9.5III"
HR  4550, K1V_Fe-1.5"
HR  4551, A2V"
HR  4552, kB8hB8HeA0VSi"
HR  4553, A1V"
HR  4554, A0Ve+K2V"
HR  4555, A9V"
HR  4556, A0/1III"
HR  4557, F7V"
HR  4558, G8III"
HR  4559, K0III:"
HR   456, G7III-IIIb"
HR  4560, hA5VkA2mA3"
HR  4561, F0IVspCrSrEu"
HR  4562, M0III"
HR  4563, A2Ib"
HR  4564, A3V"
HR  4565, K4III"
HR  4566, K1III"
HR  4567, A0V"
HR  4568, K0III"
HR  4569, G8III"
HR   457, F0IV"
HR  4570, F5V"
HR  4571, B9.5V"
HR  4572, F6V"
HR  4573, B4V"
HR  4574, A9V"
HR  4575, K0III"
HR  4576, B8III"
HR  4577, K1III"
HR  4578, A1Ib"
HR  4579, A1IV/V"
HR   458, F9V"
HR  4580, K2/3III"
HR  4581, K1II-III"
HR  4582, K1/2II"
HR  4583, B9V(n)"
HR  4584, A9III"
HR  4585, A0V"
HR  4586, M2III"
HR  4587, G8IV"
HR  4588, K2III"
HR  4589, A5V"
HR   459, K1.5III"
HR  4590, B2IV"
HR  4591, K1III"
HR  4592, A0V"
HR  4593, K0III"
HR  4594, F0Vam"
HR  4595, K3III"
HR  4596, K1III"
HR  4597, B9V"
HR  4598, K4III"
HR  4599, A3(m)A8-A8"
HR    46, M3+III"
HR   460, F3V"
HR  4600, F5V"
HR  4601, G6III"
HR  4602, F0IV-V"
HR  4603, B3V"
HR  4604, A0IV"
HR  4605, K4III"
HR  4606, F6V"
HR  4607, M2III"
HR  4608, G8IIICN0.5CH1Ba1"
HR  4609, G8.5IIIb"
HR   461, K0II_CN+2"
HR  4610, K2III"
HR  4611, B8Ia"
HR  4612, B8V"
HR  4613, G8/K0III"
HR  4614, G3Ib"
HR  4615, K0III+A7V:"
HR  4616, F2V"
HR  4617, K2II/III"
HR  4618, B5V"
HR  4619, B9V"
HR   462, F2V"
HR  4620, B9.5/A0V"
HR  4621, B2Vne"
HR  4622, K3/4II"
HR  4623, F1V"
HR  4624, A2mA5-F2"
HR  4625, B3IVe"
HR  4626, K0/1III"
HR  4627, F6IV"
HR  4628, A0V"
HR  4629, kF0hF0mF5II-III"
HR   463, F0V"
HR  4630, K2+IIIa"
HR  4631, A5V"
HR  4632, A4V"
HR  4633, A4Vn"
HR  4634, F2III/IV"
HR  4635, A1V"
HR  4636, K0III"
HR  4637, G6III"
HR  4638, B3V"
HR  4639, K5III:"
HR   464, K3-IIICN0.5"
HR  4640, K5III"
HR  4641, K5III"
HR  4642, F5V"
HR  4643, G8+IIICH0.5"
HR  4644, B8Ia/ab"
HR  4645, F6Ib+B5V"
HR  4646, kA6hF0mF0(III)"
HR  4647, M5.5SIII:"
HR  4648, B4III"
HR  4649, K2/3IIICNII"
HR   465, A2:VpSiSrCrEu"
HR  4650, kA3hF2mF2"
HR  4651, A0IV"
HR  4652, K3III"
HR  4653, B1.5Ia"
HR  4654, K0III:"
HR  4655, K0IIICNII"
HR  4656, B2IV"
HR  4657, F9VFe-1.7CH-0.7"
HR  4658, K0III"
HR  4659, K2III"
HR   466, F8.5VFe-0.5"
HR  4660, A2Vn"
HR  4661, F5/6V"
HR  4662, B8III"
HR  4663, A3V"
HR  4664, A0V"
HR  4665, K0+IIICH-1"
HR  4666, M0.5III"
HR  4667, G8III-IIIb"
HR  4668, K0.5III-IIIb"
HR  4669, A0V"
HR   467, K0III"
HR  4670, A2V"
HR  4671, M4III"
HR  4672, K6III"
HR  4673, kA3hA6mF1"
HR  4674, B4V"
HR  4675, A0V"
HR  4676, K4III-IV"
HR  4677, F3V"
HR  4678, F1VkF2mF3"
HR  4679, B2/3V"
HR   468, M3III"
HR  4680, A9.5III"
HR  4681, A5IV/V"
HR  4682, M1III"
HR  4683, F4V"
HR  4684, A6:IV-Vmv"
HR  4685, A8m"
HR  4686, F1IV"
HR  4687, A1V"
HR  4688, F8Va"
HR  4689, A2IV"
HR   469, G8III"
HR  4690, M0III"
HR  4691, K0III+F/G"
HR  4692, B9V"
HR  4693, K2.5III-IV"
HR  4694, F0IV"
HR  4695, K0.5IIIbFe-0.5"
HR  4696, B8V"
HR  4697, G8+IIIFe-1"
HR  4698, F3V(n)"
HR  4699, K0III"
HR    47, M0/1III"
HR   470, K5III"
HR  4700, K3III"
HR  4701, K5III"
HR  4702, K4III+(F)"
HR  4703, A5V"
HR  4704, K0III"
HR  4705, A0V"
HR  4706, B7Vn"
HR  4707, F6III+A3V"
HR  4708, F8V"
HR  4709, K0III"
HR   471, K0III"
HR  4710, G8/K0IV"
HR  4711, K1III"
HR  4712, B8/9V"
HR  4713, F2V"
HR  4714, B8/9V"
HR  4715, F3III-IV"
HR  4716, G7IIIBa0.3"
HR  4717, A3V"
HR  4718, K2/3III"
HR  4719, A9V(n)kF2mF0"
HR   472, B6Vpe"
HR  4720, G8/K0IV"
HR  4721, G5III+F/G"
HR  4722, A1V"
HR  4723, K3III"
HR  4724, B9IV/V"
HR  4725, K1III"
HR  4726, M3III"
HR  4727, G8III"
HR  4728, G9III"
HR  4729, B3/5V"
HR   473, F0V"
HR  4730, B0.5IV"
HR  4731, B1V"
HR  4732, B3V(n)"
HR  4733, F1IV:npS_sh"
HR  4734, G2V"
HR  4735, B9V"
HR  4736, B8IV"
HR  4737, K1IIIFe0.5"
HR  4738, A4V"
HR  4739, M4/5III"
HR   474, B9V"
HR  4740, G8III:"
HR  4741, G8III"
HR  4742, G4III"
HR  4743, B2V"
HR  4744, A0V"
HR  4745, M2III"
HR  4746, F5IVn"
HR  4747, K2III"
HR  4748, B8/9V"
HR  4749, K0/1III"
HR   475, K2III"
HR  4750, A1IV-VSrSi"
HR  4751, kA2hA9VmF0"
HR  4752, B9VCrEu"
HR  4753, F5IV"
HR  4754, M1III"
HR  4755, M2III"
HR  4756, A3V"
HR  4757, A0IV(n)kB9"
HR  4758, G1/2V"
HR  4759, M0III"
HR   476, A7III+"
HR  4760, A8V"
HR  4761, F7V"
HR  4762, G8III-IV"
HR  4763, M3.5III"
HR  4764, A3V"
HR  4765, M3+IIIa"
HR  4766, A2pv"
HR  4767, F9V"
HR  4768, F7Ib/II"
HR  4769, K1III"
HR   477, B5III"
HR  4770, K5"
HR  4771, A8III"
HR  4772, G8III"
HR  4773, B5V+A:"
HR  4774, A3V"
HR  4775, F2V"
HR  4776, F2V(n)"
HR  4777, G8III"
HR  4778, F0IV/V"
HR  4779, G8III/IV"
HR   478, A0VpSiSrEuHgMn"
HR  4780, A4Vm"
HR  4781, B9V"
HR  4782, F3III/IV"
HR  4783, K0III"
HR  4784, K0III"
HR  4785, G0V"
HR  4786, G5IIBa0.3"
HR  4787, B6IIIe"
HR  4788, G3IV"
HR  4789, A0IV"
HR   479, F5IV/V"
HR  4790, G3III"
HR  4791, A9V"
HR  4792, K0II-III"
HR  4793, K2II-III"
HR  4794, A7V"
HR  4795, K2.5IIIFe-2"
HR  4796, A0V"
HR  4797, F0V"
HR  4798, B2IV"
HR  4799, A3V"
HR    48, M1III"
HR   480, B9V"
HR  4800, M4-7e"
HR  4801, K4III"
HR  4802, A1IVnn"
HR  4803, F2IV"
HR  4804, B8Vn"
HR  4805, A0V"
HR  4806, B0.5/1Iab"
HR  4807, M3+IIICa0.5"
HR  4808, M3.5-7e"
HR  4809, F0V"
HR   481, B8IIIp(Si)"
HR  4810, K2/3III"
HR  4811, A6Vp_lB"
HR  4812, K1III"
HR  4813, K2+IIICN0.5"
HR  4814, B8V"
HR  4815, G9IIIb"
HR  4816, A0pSrCrEuKsn"
HR  4817, B8II/III"
HR  4818, K3/5III"
HR  4819, A1IV+A0IV"
HR   482, B7III"
HR  4820, F7Ib"
HR  4821, F6III"
HR  4822, F5V"
HR  4823, B5III"
HR  4824, A6Vp"
HR  4825, F1-F2V"
HR  4826, F0mF2V"
HR  4827, F2V"
HR  4828, A0Va_lB"
HR  4829, A2V"
HR   483, G1V"
HR  4830, B0.5IVpe"
HR  4831, K0III"
HR  4832, B9V"
HR  4833, A2III"
HR  4834, B7/8V"
HR  4835, K0/1III"
HR  4836, A7III"
HR  4837, G8III"
HR  4838, B8/9V"
HR  4839, K3III"
HR   484, F7V"
HR  4840, K0"
HR  4841, F5Ib"
HR  4842, K0III"
HR  4843, F6IVn"
HR  4844, B2V+B3V"
HR  4845, F9V_Fe-0.3"
HR  4846, C-N5"
HR  4847, F0IIIm"
HR  4848, B2/3V"
HR  4849, G9"
HR   485, K0III"
HR  4850, K3III"
HR  4851, K4III"
HR  4852, A5m"
HR  4853, B1IV"
HR  4854, A0VspSrCrEu"
HR  4855, A3V"
HR  4856, F7V"
HR  4857, B8V"
HR  4858, M0/1III"
HR  4859, A9V"
HR   486, K2V"
HR  4860, G8III"
HR  4861, A1V"
HR  4862, G7IIIBa1"
HR  4863, K5III"
HR  4864, G5V"
HR  4865, A1V"
HR  4866, kA6hA7VmF3"
HR  4867, F6V"
HR  4868, A3II"
HR  4869, A1Van"
HR   487, K2V"
HR  4870, K0III"
HR  4871, A0V"
HR  4872, A5V"
HR  4873, K0III"
HR  4874, B9V"
HR  4875, A5Vp_lB"
HR  4876, B9.5Iab"
HR  4877, K0III/IV"
HR  4878, K2III"
HR  4879, B7/8V"
HR   488, B7III"
HR  4880, A0V"
HR  4881, F0VkA1mA1_lB"
HR  4882, G8Ib/II"
HR  4883, G0IIIp"
HR  4884, M4"
HR  4885, K2III"
HR  4886, A7V"
HR  4887, B9Iab"
HR  4888, K3/4III"
HR  4889, A4IV"
HR   489, K3III"
HR  4890, B5I"
HR  4891, F6V"
HR  4892, A0V+A2V"
HR  4893, A1IV_sh"
HR  4894, G7III+F:"
HR  4895, F7Ib/II"
HR  4896, K1III"
HR  4897, B3Vne"
HR  4898, B2IV-V"
HR  4899, B5Vne"
HR    49, A1p"
HR   490, B9IV-V"
HR  4900, kA7hF0mF0(V)"
HR  4901, A1V"
HR  4902, M3-III"
HR  4903, F9Vp"
HR  4904, A7V"
HR  4905, A1III-IVpkB9"
HR  4906, M0III"
HR  4907, G8III"
HR  4908, O8.5Iab(f)p"
HR  4909, M5-III-IIIa"
HR   491, B8IIIn"
HR  4910, M3+III"
HR  4911, A0V"
HR  4912, F3Ia"
HR  4913, B2IV"
HR  4914, F2V"
HR  4915, A0VpSiEu"
HR  4916, F3IV"
HR  4917, kA2hA8mA7+F5/7IV/V"
HR  4918, K0III"
HR  4919, K0III"
HR   492, F5V"
HR  4920, M0.5III"
HR  4921, A3III"
HR  4922, F3V"
HR  4923, K2III"
HR  4924, G9IIICH-2CN-1"
HR  4925, K1III"
HR  4926, F6Vs"
HR  4927, K0III"
HR  4928, K2III"
HR  4929, G9III"
HR   493, K1V"
HR  4930, B2IVne"
HR  4931, F2V"
HR  4932, G8III-IIIb"
HR  4933, A0V"
HR  4934, F6V"
HR  4935, F8.5V"
HR  4936, A3Vn"
HR  4937, A9IV"
HR  4938, M3/4III"
HR  4939, M1III"
HR   494, F3/5IV/V"
HR  4940, B4V"
HR  4941, K0II/III"
HR  4942, B3V"
HR  4943, B9V"
HR  4944, B9IV+F8/G2"
HR  4945, K1III"
HR  4946, F4V"
HR  4947, A0V"
HR  4948, A3IV"
HR  4949, M5III:"
HR   495, K2IV"
HR  4950, kA5hA9mF0"
HR  4951, B8/9V"
HR  4952, WC5+B0III"
HR  4953, G7III"
HR  4954, K5-III"
HR  4955, K0.5IIIbFe-0.5"
HR  4956, K4III"
HR  4957, K1III"
HR  4958, K0III"
HR  4959, K1III"
HR   496, B1.5V:e-shell"
HR  4960, K0III"
HR  4961, K4III"
HR  4962, K4III"
HR  4963, A1IVs"
HR  4964, K2III"
HR  4965, ApSi"
HR  4966, F3IV/V"
HR  4967, B7III"
HR  4968, F5V"
HR  4969, F6V"
HR   497, K1II/III"
HR  4970, F5IV"
HR  4971, A9III-IV"
HR  4972, A8II/III"
HR  4973, K1/2III"
HR  4974, A1V"
HR  4975, B7V"
HR  4976, G2Ib"
HR  4977, A0V(n)"
HR  4978, A5V"
HR  4979, G3V"
HR   498, A0V"
HR  4980, G0V"
HR  4981, F5.5V"
HR  4982, K0III"
HR  4983, F9.5V"
HR  4984, K0III"
HR  4985, B9.5V"
HR  4986, M0III"
HR  4987, G6III"
HR  4988, K0/1III"
HR  4989, F6VFe-0.4"
HR   499, A3V"
HR  4990, B9V+A2VpSr"
HR  4991, K4-IIIb"
HR  4992, K3III"
HR  4993, B7III+B7III"
HR  4994, K2/3III"
HR  4995, G7IV"
HR  4996, K1III"
HR  4997, G8.5IIICN0.5"
HR  4998, M0III"
HR  4999, K1III"
HR     5, G3V+G8V"
HR    50, F0"
HR   500, K2/3IIICNII"
HR  5000, F4V"
HR  5001, K1IV-"
HR  5002, K2Ib/II"
HR  5003, A2V"
HR  5004, A7V"
HR  5005, F0IV/V"
HR  5006, K0III"
HR  5007, K0III-IV"
HR  5008, A2mA4-A9/F0"
HR  5009, G8III"
HR   501, A3V"
HR  5010, F0V"
HR  5011, G0V"
HR  5012, K3III"
HR  5013, K3III"
HR  5014, A9V"
HR  5015, M1III"
HR  5016, A0V"
HR  5017, A9IImF2"
HR  5018, B8V"
HR  5019, G6.5V"
HR   502, A2V"
HR  5020, G8IIIa"
HR  5021, A0V"
HR  5022, K4III"
HR  5023, B9IV(Si)"
HR  5024, F3/5II"
HR  5025, A7IV"
HR  5026, B5III/IV"
HR  5027, B0.5Ia"
HR  5028, kA1.5hA3mA3Va"
HR  5029, K1III"
HR   503, G8III-IV"
HR  5030, B5V"
HR  5031, A1V"
